en_tokenized,fr_tokenized
"['in', 'process', 'citation']","['cœur', 'et', 'hyperinsulinisme', 'maternel', 'ou', 'fœtal']"
"['in', 'process', 'citation']","['rôle', 'des', 'lignes', 'téléphoniques']"
"['in', 'process', 'citation']","['démarche', 'diagnostique', 'en', 'allergie', 'alimentaire']"
"['in', 'process', 'citation']","['les', 'régurgitations']"
"['in', 'process', 'citation']","['soins', 'par', 'les', 'parents', ':', 'quels', 'maux', 'pour', 'un', 'bien', '?']"
"['in', 'process', 'citation']","['quelle', 'place', 'pour', 'les', 'laits', '«', 'croissance', '»', '?']"
"['in', 'process', 'citation']","['maladies', 'métaboliques', ':', 'quels', 'dépistages', '?']"
"['in', 'process', 'citation']","['le', 'traitement', 'du', 'néphroblastome', 'en', 'afrique']"
"['in', 'process', 'citation']","['le', 'développement', 'des', 'compétences']"
"['in', 'process', 'citation']","['quand', 'débuter', 'une', 'nutrition', 'entérale', '?']"
"['in', 'process', 'citation']","['syndromes', 'de', 'bartter', 'et', 'gitelman']"
"['in', 'process', 'citation']","['pseudohypoaldostéronisme', 'de', 'type', 'i']"
"['in', 'process', 'citation']","['biothérapies', 'et', 'vaccins', 'en', 'pédiatrie']"
"['in', 'process', 'citation']","['vaccination', 'anti-hpv', ':', 'que', 'faut-il', 'croire', '?']"
"['in', 'process', 'citation']","['vaccins', ':', 'rattrapages', 'vaccinaux', 'difficiles']"
"['in', 'process', 'citation']","['parentalité', 'et', 'handicap']"
"['in', 'process', 'citation']","['syndrome', 'hémolytique', 'et', 'urémique', 'en', 'pédiatrie']"
"['in', 'process', 'citation']","[""l'accouchement"", 'sous', 'x', ',', 'un', 'passage', 'de', 'relais']"
"['in', 'process', 'citation']","[""l'accouchement"", 'secret', ',', 'dit', '«', 'accouchement', 'sous', 'x', '»']"
"['in', 'process', 'citation']","['commentaire', 'du', 'travail', 'de', 'bai', 'y', 'et', 'al.', ',', 'pp', '.', '415']"
"['new', 'in', 'the', 'production', 'of', 'human', 'gmos']","['du', 'nouveau', 'dans', 'la', 'production', ""d'humains"", 'ogm']"
"['pid', ':', 'the', 'slogans', 'of', 'political', 'parties']","['dpi', ':', 'les', 'mots', ""d'ordre"", 'des', 'partis', 'politiques']"
"['drug', 'pricing', ':', 'down', '4', 'to', '5', '%']","['prix', 'des', 'médicaments', ':', 'baisse', 'de', '4', 'à', '5', '%']"
"['the', 'mortal', 'danger', 'of', 'the', 'averages', 'and', 'scores']","['le', 'danger', 'mortel', 'des', 'moyennes', 'et', 'des', 'scores']"
"['diverticulitis', ':', 'operate', 'or', 'not', '?']","['diverticulite', ':', 'opérer', 'ou', 'pas', '?']"
"['malaria', 'and', 'hiv', ':', 'which', 'interactions', '?']","['paludisme', 'et', 'vih', ':', 'quelles', 'interactions', '?']"
"['elderly', 'travellers', ':', 'review', 'and', 'advices']","['le', 'senior', 'en', 'voyage', ':', 'revue', 'et', 'conseils']"
"['reemergence', 'of', 'chikungunya', 'virus']","['chikungunya', ':', 'la', 'reemergence']"
"['risk', 'communication', 'in', 'travel', 'medicine']","['communication', 'du', 'risque', 'en', 'médecine', 'des', 'voyages']"
"['horizon', '00']","['horizon', '00']"
"['anxiety', 'disorders', 'in', 'older', 'adults']","['les', 'troubles', 'anxieux', 'de', 'la', 'personne', 'âgée']"
"['hearing', 'loss', 'and', 'alzheimer', ""'s"", 'disease']","['déficit', 'auditif', 'et', 'maladie', ""d'alzheimer""]"
"['cancer', 'screening', 'in', 'the', 'elderly', '?']","['dépister', 'le', 'cancer', 'chez', 'la', 'personne', 'âgée', '?']"
"['surgical', 'management', 'of', 'epilepsy']","['prise', 'en', 'charge', 'chirurgicale', 'des', 'épilepsies']"
"['what', 'limits', 'do', 'we', 'have', 'for', 'children', 'today', '?']","[""aujourd'hui"", ',', 'quelles', 'limites', 'pour', 'les', 'enfants', '?']"
"['art-therapy', 'in', 'anorexia', ':', 'the', 'mediative', 'elements', '?']","['2/5', 'bruno', 'bettelheim']"
"['self-neglect', 'as', 'a', 'sign', 'of', 'decompensation']","[""l'incurie"", 'comme', 'un', 'signe', 'de', 'décompensation']"
"['psymobile', 'and', 'the', 'phenomenon', 'of', 'the', 'hikikomori']","['psymobile', 'et', 'le', 'phénomène', 'des', 'hikikomori']"
"['old', 'age', ':', 'knowing', 'what', 'self-neglect', 'is']","['grand', 'âge', ':', 'savoir', 'de', 'quoi', ""l'incurie"", 'est', 'le', 'nom']"
"['psychosocial', 'approach', 'to', 'diogenes', 'syndrome']","['approche', 'psychosociale', 'du', 'syndrome', 'de', 'diogène']"
"['self-neglect', 'in', 'housing']","[""l'incurie"", 'dans', 'le', 'logement']"
"['allergic', 'asthma', 'in', 'central', 'tunisia']","[""l'asthme"", 'allergique', 'au', 'centre', 'tunisien']"
"['in', 'process', 'citation']",['éditorial']
"['in', 'process', 'citation']","['le', 'mot', 'de', 'bienvenue', 'du', 'président']"
"['in', 'process', 'citation']",['éditorial']
"['management', 'of', 'severe', 'kidney', 'trauma']","['prise', 'en', 'charge', 'des', 'traumatismes', 'graves', 'du', 'rein']"
"['parapharyngeal', 'abscess', 'occurring', 'in', 'a', 'diabetic']","['abcès', 'para-pharyngé', 'survenant', 'chez', 'un', 'diabétique']"
"['senile', 'cataract', 'with', 'anterior', 'capsular', 'plaque']","['cataracte', 'sénile', 'avec', 'capsule', 'antérieure', 'crétacé']"
"['distichiasis', ':', 'an', 'anomaly', 'of', 'eyelashes']","['le', 'distichiasis', ':', 'une', 'anomalie', 'des', 'cils']"
"['gastric', 'leiomyoblastoma', ':', 'about', 'three', 'cases']","['leiomyoblastome', 'gastrique', ':', 'à', 'propos', 'de', 'trois', 'cas']"
"['the', 'history', 'of', 'facial', 'paralysis']","['histoire', 'de', 'la', 'paralysie', 'faciale']"
"['infections', 'and', 'pregnancy']","['infections', 'et', 'grossesse']"
"['the', 'adventures', 'of', 'tintin', 'at', 'the', 'doctor']","['les', 'aventures', 'de', 'tintin', 'chez', 'le', 'médecin']"
"['marisa', ':', 'a', 'pretty', 'name', ',', 'a', 'hazardous', 'ally']","['marisa', ',', 'un', 'joli', 'nom', 'pour', 'un', 'mollusque', 'dangereux', '!']"
"['otezla', 'for', 'psoriasis']","['otezla', 'traitement', 'du', 'psoriasis']"
"['prescription', 'analgesics', '.', 'myths', 'and', 'realities']","['analgésiques', ""d'ordonnance"", 'mythes', 'et', 'réalités']"
"['obesity', 'and', 'contraception']","['obésité', 'et', 'contraception']"
"['calm', 'moments', 'for', 'new', 'mothers']","['des', 'moments', 'calmes', 'pour', 'les', 'nouvelles', 'mères']"
"['water', ',', 'the', 'source', 'of', 'life', '!', 'and', 'sometimes', 'disease']","[""l'eau"", ',', 'source', 'de', 'vie', '!', 'parfois', 'de', 'maladies']"
"['early', 'childhood', 'guide']","['côte-nord', '.', 'guide', 'de', 'la', 'petite', 'enfance']"
"['the', 'oncology', 'nurse', 'navigator']","['evaluation', '.', ""l'infirmière"", 'pivot', 'en', 'oncologie']"
"['amelanotic', 'pulmonary', 'melanoma']","['mélanome', 'pulmonaire', 'achromique']"
"['between', 'the', 'poles', 'of', 'life', 'and', 'death']","['questions', 'de', 'vie', 'ou', 'de', 'mort']"
"['medicine', 'faces', 'the', 'digital', 'revolution']","['la', 'médecine', 'face', 'à', 'la', 'révolution', 'numérique']"
"['what', 'google', 'says', 'to', 'your', 'patient']","['ce', 'que', 'google', 'dit', 'à', 'votre', 'patient']"
"['fatigue', 'in', 'substance', 'abuse', 'disorders']","['la', 'fatigue', 'en', 'cas', 'de', 'maladies', 'de', 'la', 'dependence']"
"['fatigue', 'in', 'burnout', 'and', 'boreout']","['fatigue', 'en', 'cas', 'de', 'burnout', 'et', 'boreout']"
"['fatigue', 'and', 'depression']","['fatigue', 'et', 'depression']"
"['hepatitis', 'c', ':', 'patient', 'information']","['hépatite', 'c', ':', 'information', 'pour', 'les', 'patients']"
"['hepatitis', 'c', ':', 'current', 'therapy']","['hépatite', 'c', ':', 'traitement', 'actuel']"
"['working', 'together', 'is', 'a', 'success']","['travailler', 'ensemble', 'est', 'une', 'réussite']"
"['a', 'right', 'lung', 'hypoplasia']","['un', 'poumon', 'droit', 'hypotrophique']"
"['extragenital', 'lichen', 'sclerosus', 'atrophicus']","['lichen', 'scléro-atrophique', 'extra-génital']"
"['cardiovascular', 'calcification', 'inhibitors']","['inhibiteurs', 'des', 'calcifications', 'cardiovasculaires']"
